country,origin,year,month,ym,number,dum
Germany,Chad,2014,7,2014-07,9,-0
Germany,China,2014,7,2014-07,31,-0
Germany,Colombia,2014,7,2014-07,1,-0
Germany,Congo,2014,7,2014-07,6,-0
Germany,Cuba,2014,7,2014-07,4,-0
Germany,Côte d'Ivoire,2014,7,2014-07,20,-0
Germany,Dem. Rep. of the Congo,2014,7,2014-07,11,-0
Germany,Egypt,2014,7,2014-07,91,-0
Germany,Eritrea,2014,7,2014-07,2010,-0
Germany,Ethiopia,2014,7,2014-07,122,-0
Germany,Gambia,2014,7,2014-07,241,-0
Germany,Georgia,2014,7,2014-07,259,-0
Germany,Ghana,2014,7,2014-07,102,-0
Germany,Guinea,2014,7,2014-07,75,-0
Germany,Guinea-Bissau,2014,7,2014-07,31,-0
Germany,Honduras,2014,7,2014-07,1,-0
Germany,India,2014,7,2014-07,126,-0
Germany,Iran (Islamic Rep. of),2014,7,2014-07,254,-0
Germany,Iraq,2014,7,2014-07,401,-0
Germany,Jordan,2014,7,2014-07,15,-0
Germany,Kazakhstan,2014,7,2014-07,7,-0
Germany,Kenya,2014,7,2014-07,9,-0
Germany,Kyrgyzstan,2014,7,2014-07,12,-0
Germany,Lao People's Dem. Rep.,2014,7,2014-07,1,-0
Germany,Lebanon,2014,7,2014-07,55,-0
Germany,Liberia,2014,7,2014-07,7,-0
Germany,Libya,2014,7,2014-07,31,-0
Germany,Mali,2014,7,2014-07,36,-0
Germany,Mauritania,2014,7,2014-07,3,-0
Germany,Mongolia,2014,7,2014-07,42,-0
Germany,Montenegro,2014,7,2014-07,132,-0
Germany,Morocco,2014,7,2014-07,115,-0
Germany,Myanmar,2014,7,2014-07,6,-0
Germany,Netherlands,2014,7,2014-07,1,-0
Germany,Niger,2014,7,2014-07,13,-0
Germany,Nigeria,2014,7,2014-07,481,-0
Germany,Pakistan,2014,7,2014-07,407,-0
Germany,Peru,2014,7,2014-07,2,-0
Germany,Portugal,2014,7,2014-07,1,-0
Germany,Rep. of Moldova,2014,7,2014-07,31,-0
Germany,Russian Federation,2014,7,2014-07,369,-0
Germany,Rwanda,2014,7,2014-07,1,-0
Germany,Senegal,2014,7,2014-07,79,-0
Germany,Serbia and Kosovo: S/RES/1244 (1999),2014,7,2014-07,2167,-0
Germany,Sierra Leone,2014,7,2014-07,20,-0
Germany,Somalia,2014,7,2014-07,510,-0
Germany,South Sudan,2014,7,2014-07,6,-0
Germany,Sri Lanka,2014,7,2014-07,50,-0
Germany,Stateless,2014,7,2014-07,144,-0
Germany,Sudan,2014,7,2014-07,115,-0
Germany,Switzerland,2014,7,2014-07,1,-0
Germany,Syrian Arab Rep.,2014,7,2014-07,3723,-0
Germany,Tajikistan,2014,7,2014-07,31,-0
Germany,The former Yugoslav Rep. of Macedonia,2014,7,2014-07,560,-0
Germany,Togo,2014,7,2014-07,21,-0
Germany,Tunisia,2014,7,2014-07,60,-0
Germany,Turkey,2014,7,2014-07,118,-0
Germany,Turkmenistan,2014,7,2014-07,31,-0
Germany,Uganda,2014,7,2014-07,1,-0
Germany,Ukraine,2014,7,2014-07,199,-0
Germany,United Rep. of Tanzania,2014,7,2014-07,2,-0
Germany,United States of America,2014,7,2014-07,1,-0
Germany,Uzbekistan,2014,7,2014-07,7,-0
Germany,Various/unknown,2014,7,2014-07,479,-0
Germany,Viet Nam,2014,7,2014-07,96,-0
Germany,Yemen,2014,7,2014-07,14,-0
Germany,Zimbabwe,2014,7,2014-07,1,-0
Germany,Afghanistan,2015,7,2015-07,2424,-0
Germany,Albania,2015,7,2015-07,7621,-0
Germany,Algeria,2015,7,2015-07,134,-0
Germany,Angola,2015,7,2015-07,3,-0
Germany,Armenia,2015,7,2015-07,167,-0
Germany,Azerbaijan,2015,7,2015-07,121,-0
Germany,Bahrain,2015,7,2015-07,1,-0
Germany,Bangladesh,2015,7,2015-07,51,-0
Germany,Belarus,2015,7,2015-07,11,-0
Germany,Benin,2015,7,2015-07,41,-0
Germany,Bosnia and Herzegovina,2015,7,2015-07,516,-0
Germany,Burkina Faso,2015,7,2015-07,18,-0
Germany,Cameroon,2015,7,2015-07,107,-0
Germany,Canada,2015,7,2015-07,1,-0
Germany,Central African Rep.,2015,7,2015-07,7,-0
Germany,Chad,2015,7,2015-07,15,-0
Germany,China,2015,7,2015-07,37,-0
Germany,Congo,2015,7,2015-07,3,-0
Germany,Cuba,2015,7,2015-07,20,-0
Germany,Côte d'Ivoire,2015,7,2015-07,60,-0
Germany,Dem. People's Rep. of Korea,2015,7,2015-07,2,-0
Germany,Dem. Rep. of the Congo,2015,7,2015-07,11,-0
Germany,Djibouti,2015,7,2015-07,2,-0
Germany,Dominican Rep.,2015,7,2015-07,1,-0
Germany,Egypt,2015,7,2015-07,80,-0
Germany,Eritrea,2015,7,2015-07,1312,-0
Germany,Ethiopia,2015,7,2015-07,250,-0
Germany,Gabon,2015,7,2015-07,2,-0
Germany,Gambia,2015,7,2015-07,191,-0
Germany,Georgia,2015,7,2015-07,228,-0
Germany,Ghana,2015,7,2015-07,118,-0
Germany,Greece,2015,7,2015-07,1,-0
Germany,Grenada,2015,7,2015-07,1,-0
Germany,Guinea,2015,7,2015-07,62,-0
Germany,Guinea-Bissau,2015,7,2015-07,38,-0
Germany,Haiti,2015,7,2015-07,2,-0
Germany,Honduras,2015,7,2015-07,6,-0
Germany,Hungary,2015,7,2015-07,1,-0
Germany,India,2015,7,2015-07,160,-0
Germany,Iran (Islamic Rep. of),2015,7,2015-07,356,-0
Germany,Iraq,2015,7,2015-07,2225,-0
Germany,Jordan,2015,7,2015-07,7,-0
Germany,Kazakhstan,2015,7,2015-07,11,-0
Germany,Kenya,2015,7,2015-07,17,-0
Germany,Kuwait,2015,7,2015-07,1,-0
Germany,Kyrgyzstan,2015,7,2015-07,2,-0
Germany,Lebanon,2015,7,2015-07,62,-0
Germany,Liberia,2015,7,2015-07,1,-0
Germany,Libya,2015,7,2015-07,122,-0
Germany,Mali,2015,7,2015-07,70,-0
Germany,Mauritania,2015,7,2015-07,14,-0
Germany,Mongolia,2015,7,2015-07,21,-0
Germany,Montenegro,2015,7,2015-07,618,-0
Germany,Morocco,2015,7,2015-07,90,-0
Germany,Myanmar,2015,7,2015-07,3,-0
Germany,Nepal,2015,7,2015-07,3,-0
Germany,Netherlands,2015,7,2015-07,1,-0
Germany,Niger,2015,7,2015-07,17,-0
Germany,Nigeria,2015,7,2015-07,634,-0
Germany,Pakistan,2015,7,2015-07,683,-0
Germany,Philippines,2015,7,2015-07,2,-0
Germany,Poland,2015,7,2015-07,1,-0
Germany,Rep. of Moldova,2015,7,2015-07,157,-0
Germany,Russian Federation,2015,7,2015-07,447,-0
Germany,Rwanda,2015,7,2015-07,1,-0
Germany,Saudi Arabia,2015,7,2015-07,1,-0
Germany,Senegal,2015,7,2015-07,147,-0
Germany,Serbia and Kosovo: S/RES/1244 (1999),2015,7,2015-07,2833,-0
Germany,Sierra Leone,2015,7,2015-07,34,-0
Germany,Somalia,2015,7,2015-07,556,-0
Germany,South Africa,2015,7,2015-07,2,-0
Germany,South Sudan,2015,7,2015-07,9,-0
Germany,Sri Lanka,2015,7,2015-07,24,-0
Germany,Stateless,2015,7,2015-07,380,-0
Germany,Sudan,2015,7,2015-07,186,-0
Germany,Syrian Arab Rep.,2015,7,2015-07,9800,-0
Germany,Tajikistan,2015,7,2015-07,37,-0
Germany,The former Yugoslav Rep. of Macedonia,2015,7,2015-07,1322,-0
Germany,Togo,2015,7,2015-07,21,-0
Germany,Tunisia,2015,7,2015-07,61,-0
Germany,Turkey,2015,7,2015-07,105,-0
Germany,Turkmenistan,2015,7,2015-07,29,-0
Germany,Uganda,2015,7,2015-07,7,-0
Germany,Ukraine,2015,7,2015-07,388,-0
Germany,United Rep. of Tanzania,2015,7,2015-07,2,-0
Germany,Uzbekistan,2015,7,2015-07,1,-0
Germany,Various/unknown,2015,7,2015-07,1061,-0
Germany,Viet Nam,2015,7,2015-07,62,-0
Germany,Yemen,2015,7,2015-07,46,-0
Germany,Zambia,2015,7,2015-07,1,-0
Germany,Afghanistan,2016,7,2016-07,16969,-0
Germany,Albania,2016,7,2016-07,1499,-0
Germany,Algeria,2016,7,2016-07,254,-0
Germany,Andorra,2016,7,2016-07,1,-0
Germany,Angola,2016,7,2016-07,8,-0
Germany,Armenia,2016,7,2016-07,504,-0
Germany,Azerbaijan,2016,7,2016-07,360,-0
Germany,Bahrain,2016,7,2016-07,4,-0
Germany,Bangladesh,2016,7,2016-07,299,-0
Germany,Belarus,2016,7,2016-07,49,-0
Germany,Benin,2016,7,2016-07,43,-0
Germany,Bhutan,2016,7,2016-07,1,-0
Germany,Bosnia and Herzegovina,2016,7,2016-07,138,-0
Germany,Brazil,2016,7,2016-07,4,-0
Germany,Bulgaria,2016,7,2016-07,1,-0
Germany,Burkina Faso,2016,7,2016-07,41,-0
Germany,Burundi,2016,7,2016-07,12,-0
Germany,Cameroon,2016,7,2016-07,148,-0
Germany,Central African Rep.,2016,7,2016-07,4,-0
Germany,Chad,2016,7,2016-07,11,-0
Germany,China,2016,7,2016-07,98,-0
Germany,Colombia,2016,7,2016-07,10,-0
Germany,Comoros,2016,7,2016-07,2,-0
Germany,Congo,2016,7,2016-07,15,-0
Germany,Croatia,2016,7,2016-07,2,-0
Germany,Cuba,2016,7,2016-07,12,-0
Germany,Côte d'Ivoire,2016,7,2016-07,127,-0
Germany,Dem. Rep. of the Congo,2016,7,2016-07,51,-0
Germany,Djibouti,2016,7,2016-07,1,-0
Germany,Ecuador,2016,7,2016-07,1,-0
Germany,Egypt,2016,7,2016-07,159,-0
Germany,Eritrea,2016,7,2016-07,1887,-0
Germany,Ethiopia,2016,7,2016-07,530,-0
Germany,Gabon,2016,7,2016-07,3,-0
Germany,Gambia,2016,7,2016-07,990,-0
Germany,Georgia,2016,7,2016-07,495,-0
Germany,Ghana,2016,7,2016-07,264,-0
Germany,Greece,2016,7,2016-07,1,-0
Germany,Guinea,2016,7,2016-07,255,-0
Germany,Guinea-Bissau,2016,7,2016-07,92,-0
Germany,Haiti,2016,7,2016-07,3,-0
Germany,Honduras,2016,7,2016-07,1,-0
Germany,India,2016,7,2016-07,402,-0
Germany,Iran (Islamic Rep. of),2016,7,2016-07,3676,-0
Germany,Iraq,2016,7,2016-07,9654,-0
Germany,Israel,2016,7,2016-07,1,-0
Germany,Jamaica,2016,7,2016-07,2,-0
Germany,Jordan,2016,7,2016-07,11,-0
Germany,Kazakhstan,2016,7,2016-07,15,-0
Germany,Kenya,2016,7,2016-07,24,-0
Germany,Kuwait,2016,7,2016-07,12,-0
Germany,Kyrgyzstan,2016,7,2016-07,12,-0
Germany,Lebanon,2016,7,2016-07,583,-0
Germany,Liberia,2016,7,2016-07,22,-0
Germany,Libya,2016,7,2016-07,92,-0
Germany,Malawi,2016,7,2016-07,1,-0
Germany,Mali,2016,7,2016-07,153,-0
Germany,Mauritania,2016,7,2016-07,5,-0
Germany,Mauritius,2016,7,2016-07,2,-0
Germany,Mongolia,2016,7,2016-07,47,-0
Germany,Montenegro,2016,7,2016-07,85,-0
Germany,Morocco,2016,7,2016-07,342,-0
Germany,Myanmar,2016,7,2016-07,14,-0
Germany,Nepal,2016,7,2016-07,31,-0
Germany,Niger,2016,7,2016-07,29,-0
Germany,Nigeria,2016,7,2016-07,1618,-0
Germany,Pakistan,2016,7,2016-07,1784,-0
Germany,Peru,2016,7,2016-07,1,-0
Germany,Philippines,2016,7,2016-07,1,-0
Germany,Poland,2016,7,2016-07,2,-0
Germany,Rep. of Korea,2016,7,2016-07,5,-0
Germany,Rep. of Moldova,2016,7,2016-07,196,-0
Germany,Romania,2016,7,2016-07,1,-0
Germany,Russian Federation,2016,7,2016-07,1552,-0
Germany,Rwanda,2016,7,2016-07,7,-0
Germany,Saudi Arabia,2016,7,2016-07,2,-0
Germany,Senegal,2016,7,2016-07,72,-0
Germany,Serbia and Kosovo: S/RES/1244 (1999),2016,7,2016-07,1310,-0
Germany,Sierra Leone,2016,7,2016-07,111,-0
Germany,Somalia,2016,7,2016-07,1290,-0
Germany,South Sudan,2016,7,2016-07,15,-0
Germany,Spain,2016,7,2016-07,2,-0
Germany,Sri Lanka,2016,7,2016-07,38,-0
Germany,Stateless,2016,7,2016-07,605,-0
Germany,Sudan,2016,7,2016-07,278,-0
Germany,Syrian Arab Rep.,2016,7,2016-07,23979,-0
Germany,Tajikistan,2016,7,2016-07,135,-0
Germany,The former Yugoslav Rep. of Macedonia,2016,7,2016-07,587,-0
Germany,Togo,2016,7,2016-07,59,-0
Germany,Tunisia,2016,7,2016-07,80,-0
Germany,Turkey,2016,7,2016-07,547,-0
Germany,Turkmenistan,2016,7,2016-07,3,-0
Germany,Uganda,2016,7,2016-07,15,-0
Germany,Ukraine,2016,7,2016-07,172,-0
Germany,United Arab Emirates,2016,7,2016-07,1,-0
Germany,United Kingdom of Great Britain and Northern Ireland,2016,7,2016-07,2,-0
Germany,United Rep. of Tanzania,2016,7,2016-07,12,-0
Germany,Uzbekistan,2016,7,2016-07,13,-0
Germany,Various/unknown,2016,7,2016-07,1360,-0
Germany,Venezuela (Bolivarian Republic of),2016,7,2016-07,8,-0
Germany,Viet Nam,2016,7,2016-07,34,-0
Germany,Yemen,2016,7,2016-07,87,-0
Germany,Zimbabwe,2016,7,2016-07,4,-0
Germany,Afghanistan,2017,7,2017-07,1109,-0
Germany,Albania,2017,7,2017-07,309,-0
Germany,Algeria,2017,7,2017-07,127,-0
Germany,Angola,2017,7,2017-07,8,-0
Germany,Armenia,2017,7,2017-07,308,-0
Germany,Azerbaijan,2017,7,2017-07,248,-0
Germany,Bangladesh,2017,7,2017-07,39,-0
Germany,Belarus,2017,7,2017-07,29,-0
Germany,Benin,2017,7,2017-07,10,-0
Germany,Bosnia and Herzegovina,2017,7,2017-07,46,-0
Germany,Burkina Faso,2017,7,2017-07,17,-0
Germany,Cameroon,2017,7,2017-07,91,-0
Germany,Central African Rep.,2017,7,2017-07,6,-0
Germany,Chad,2017,7,2017-07,15,-0
Germany,China,2017,7,2017-07,43,-0
Germany,Congo,2017,7,2017-07,7,-0
Germany,Côte d'Ivoire,2017,7,2017-07,51,-0
Germany,Dem. People's Rep. of Korea,2017,7,2017-07,5,-0
Germany,Dem. Rep. of the Congo,2017,7,2017-07,33,-0
Germany,Egypt,2017,7,2017-07,93,-0
Germany,Eritrea,2017,7,2017-07,728,-0
Germany,Ethiopia,2017,7,2017-07,95,-0
Germany,Gambia,2017,7,2017-07,147,-0
Germany,Georgia,2017,7,2017-07,199,-0
Germany,Ghana,2017,7,2017-07,84,-0
Germany,Guinea,2017,7,2017-07,276,-0
Germany,Guinea-Bissau,2017,7,2017-07,20,-0
Germany,India,2017,7,2017-07,107,-0
Germany,Iran (Islamic Rep. of),2017,7,2017-07,579,-0
Germany,Iraq,2017,7,2017-07,1619,-0
Germany,Jamaica,2017,7,2017-07,7,-0
Germany,Jordan,2017,7,2017-07,11,-0
Germany,Kazakhstan,2017,7,2017-07,6,-0
Germany,Kenya,2017,7,2017-07,15,-0
Germany,Lebanon,2017,7,2017-07,70,-0
Germany,Liberia,2017,7,2017-07,10,-0
Germany,Libya,2017,7,2017-07,110,-0
Germany,Mali,2017,7,2017-07,47,-0
Germany,Mauritania,2017,7,2017-07,13,-0
Germany,Mongolia,2017,7,2017-07,38,-0
Germany,Montenegro,2017,7,2017-07,11,-0
Germany,Morocco,2017,7,2017-07,174,-0
Germany,Nepal,2017,7,2017-07,7,-0
Germany,Niger,2017,7,2017-07,8,-0
Germany,Nigeria,2017,7,2017-07,697,-0
Germany,Pakistan,2017,7,2017-07,250,-0
Germany,Rep. of Moldova,2017,7,2017-07,24,-0
Germany,Russian Federation,2017,7,2017-07,403,-0
Germany,Saudi Arabia,2017,7,2017-07,8,-0
Germany,Senegal,2017,7,2017-07,13,-0
Germany,Serbia and Kosovo: S/RES/1244 (1999),2017,7,2017-07,232,-0
Germany,Sierra Leone,2017,7,2017-07,64,-0
Germany,Somalia,2017,7,2017-07,584,-0
Germany,South Sudan,2017,7,2017-07,5,-0
Germany,Sri Lanka,2017,7,2017-07,51,-0
Germany,Stateless,2017,7,2017-07,97,-0
Germany,Sudan,2017,7,2017-07,94,-0
Germany,Syrian Arab Rep.,2017,7,2017-07,3841,-0
Germany,Tajikistan,2017,7,2017-07,74,-0
Germany,The former Yugoslav Rep. of Macedonia,2017,7,2017-07,199,-0
Germany,Togo,2017,7,2017-07,33,-0
Germany,Tunisia,2017,7,2017-07,33,-0
Germany,Turkey,2017,7,2017-07,564,-0
Germany,Turkmenistan,2017,7,2017-07,20,-0
Germany,Uganda,2017,7,2017-07,17,-0
Germany,Ukraine,2017,7,2017-07,97,-0
Germany,United Rep. of Tanzania,2017,7,2017-07,10,-0
Germany,Uzbekistan,2017,7,2017-07,5,-0
Germany,Various/unknown,2017,7,2017-07,464,-0
Germany,Venezuela (Bolivarian Republic of),2017,7,2017-07,5,-0
Germany,Viet Nam,2017,7,2017-07,46,-0
Germany,Yemen,2017,7,2017-07,44,-0
Germany,Zimbabwe,2017,7,2017-07,12,-0
Germany,Afghanistan,2018,7,2018-07,872,-0
Germany,Albania,2018,7,2018-07,145,-0
Germany,Algeria,2018,7,2018-07,103,-0
Germany,Angola,2018,7,2018-07,14,-0
Germany,Armenia,2018,7,2018-07,114,-0
Germany,Azerbaijan,2018,7,2018-07,144,-0
Germany,Bangladesh,2018,7,2018-07,16,-0
Germany,Belarus,2018,7,2018-07,9,-0
Germany,Benin,2018,7,2018-07,10,-0
Germany,Bosnia and Herzegovina,2018,7,2018-07,14,-0
Germany,Brazil,2018,7,2018-07,5,-0
Germany,Cameroon,2018,7,2018-07,62,-0
Germany,Chad,2018,7,2018-07,5,-0
Germany,China,2018,7,2018-07,47,-0
Germany,Colombia,2018,7,2018-07,8,-0
Germany,Côte d'Ivoire,2018,7,2018-07,58,-0
Germany,Dem. Rep. of the Congo,2018,7,2018-07,22,-0
Germany,Egypt,2018,7,2018-07,52,-0
Germany,Eritrea,2018,7,2018-07,298,-0
Germany,Ethiopia,2018,7,2018-07,73,-0
Germany,Gambia,2018,7,2018-07,101,-0
Germany,Georgia,2018,7,2018-07,169,-0
Germany,Ghana,2018,7,2018-07,58,-0
Germany,Guinea,2018,7,2018-07,190,-0
Germany,Guinea-Bissau,2018,7,2018-07,18,-0
Germany,India,2018,7,2018-07,71,-0
Germany,Iran (Islamic Rep. of),2018,7,2018-07,774,-0
Germany,Iraq,2018,7,2018-07,1279,-0
Germany,Jordan,2018,7,2018-07,22,-0
Germany,Kazakhstan,2018,7,2018-07,21,-0
Germany,Kenya,2018,7,2018-07,32,-0
Germany,Kyrgyzstan,2018,7,2018-07,7,-0
Germany,Lebanon,2018,7,2018-07,45,-0
Germany,Liberia,2018,7,2018-07,16,-0
Germany,Libya,2018,7,2018-07,63,-0
Germany,Mali,2018,7,2018-07,19,-0
Germany,Mauritania,2018,7,2018-07,7,-0
Germany,Mongolia,2018,7,2018-07,20,-0
Germany,Montenegro,2018,7,2018-07,23,-0
Germany,Morocco,2018,7,2018-07,98,-0
Germany,Myanmar,2018,7,2018-07,10,-0
Germany,Namibia,2018,7,2018-07,9,-0
Germany,Niger,2018,7,2018-07,5,-0
Germany,Nigeria,2018,7,2018-07,848,-0
Germany,Pakistan,2018,7,2018-07,148,-0
Germany,Rep. of Moldova,2018,7,2018-07,259,-0
Germany,Russian Federation,2018,7,2018-07,350,-0
Germany,Rwanda,2018,7,2018-07,10,-0
Germany,Senegal,2018,7,2018-07,16,-0
Germany,Serbia and Kosovo: S/RES/1244 (1999),2018,7,2018-07,57,-0
Germany,Sierra Leone,2018,7,2018-07,35,-0
Germany,Somalia,2018,7,2018-07,409,-0
Germany,South Sudan,2018,7,2018-07,8,-0
Germany,Sri Lanka,2018,7,2018-07,41,-0
Germany,Stateless,2018,7,2018-07,70,-0
Germany,Sudan,2018,7,2018-07,76,-0
Germany,Syrian Arab Rep.,2018,7,2018-07,3634,-0
Germany,Tajikistan,2018,7,2018-07,21,-0
Germany,The former Yugoslav Rep. of Macedonia,2018,7,2018-07,69,-0
Germany,Togo,2018,7,2018-07,19,-0
Germany,Tunisia,2018,7,2018-07,42,-0
Germany,Turkey,2018,7,2018-07,1141,-0
Germany,Uganda,2018,7,2018-07,11,-0
Germany,Ukraine,2018,7,2018-07,116,-0
Germany,United Rep. of Tanzania,2018,7,2018-07,10,-0
Germany,Various/unknown,2018,7,2018-07,412,-0
Germany,Venezuela (Bolivarian Republic of),2018,7,2018-07,43,-0
Germany,Viet Nam,2018,7,2018-07,57,-0
Germany,Yemen,2018,7,2018-07,72,-0
Germany,Zimbabwe,2018,7,2018-07,12,-0
Germany,Afghanistan,2013,8,2013-08,604,-0
Germany,Albania,2013,8,2013-08,77,-0
Germany,Algeria,2013,8,2013-08,80,-0
Germany,Angola,2013,8,2013-08,4,-0
Germany,Armenia,2013,8,2013-08,99,-0
Germany,Azerbaijan,2013,8,2013-08,87,-0
Germany,Bahrain,2013,8,2013-08,1,-0
Germany,Bangladesh,2013,8,2013-08,58,-0
Germany,Belarus,2013,8,2013-08,5,-0
Germany,Benin,2013,8,2013-08,16,-0
Germany,Bosnia and Herzegovina,2013,8,2013-08,262,-0
Germany,Brazil,2013,8,2013-08,1,-0
Germany,Bulgaria,2013,8,2013-08,3,-0
Germany,Burkina Faso,2013,8,2013-08,22,-0
Germany,Burundi,2013,8,2013-08,2,-0
Germany,Cameroon,2013,8,2013-08,57,-0
Germany,Chad,2013,8,2013-08,5,-0
Germany,Chile,2013,8,2013-08,1,-0
Germany,China,2013,8,2013-08,25,-0
Germany,Colombia,2013,8,2013-08,3,-0
Germany,Congo,2013,8,2013-08,8,-0
Germany,Croatia,2013,8,2013-08,2,-0
Germany,Cuba,2013,8,2013-08,6,-0
Germany,Côte d'Ivoire,2013,8,2013-08,36,-0
Germany,Dem. People's Rep. of Korea,2013,8,2013-08,21,-0
Germany,Dem. Rep. of the Congo,2013,8,2013-08,19,-0
Germany,Djibouti,2013,8,2013-08,2,-0
Germany,Egypt,2013,8,2013-08,387,-0
Germany,Eritrea,2013,8,2013-08,254,-0
Germany,Ethiopia,2013,8,2013-08,54,-0
Germany,Gambia,2013,8,2013-08,87,-0
Germany,Georgia,2013,8,2013-08,194,-0
Germany,Ghana,2013,8,2013-08,74,-0
Germany,Guinea,2013,8,2013-08,140,-0
Germany,Guinea-Bissau,2013,8,2013-08,17,-0
Germany,Haiti,2013,8,2013-08,3,-0
Germany,Honduras,2013,8,2013-08,1,-0
Germany,Hungary,2013,8,2013-08,2,-0
Germany,India,2013,8,2013-08,105,-0
Germany,Iran (Islamic Rep. of),2013,8,2013-08,310,-0
Germany,Iraq,2013,8,2013-08,356,-0
Germany,Israel,2013,8,2013-08,2,-0
Germany,Jamaica,2013,8,2013-08,1,-0
Germany,Jordan,2013,8,2013-08,6,-0
Germany,Kazakhstan,2013,8,2013-08,14,-0
Germany,Kenya,2013,8,2013-08,20,-0
Germany,Kyrgyzstan,2013,8,2013-08,17,-0
Germany,Lebanon,2013,8,2013-08,47,-0
Germany,Liberia,2013,8,2013-08,5,-0
Germany,Libya,2013,8,2013-08,24,-0
Germany,Lithuania,2013,8,2013-08,1,-0
Germany,Malaysia,2013,8,2013-08,1,-0
Germany,Mali,2013,8,2013-08,29,-0
Germany,Mauritania,2013,8,2013-08,17,-0
Germany,Mongolia,2013,8,2013-08,19,-0
Germany,Montenegro,2013,8,2013-08,22,-0
Germany,Morocco,2013,8,2013-08,76,-0
Germany,Myanmar,2013,8,2013-08,1,-0
Germany,Niger,2013,8,2013-08,6,-0
Germany,Nigeria,2013,8,2013-08,140,-0
Germany,Pakistan,2013,8,2013-08,397,-0
Germany,Philippines,2013,8,2013-08,4,-0
Germany,Poland,2013,8,2013-08,2,-0
Germany,Rep. of Moldova,2013,8,2013-08,3,-0
Germany,Romania,2013,8,2013-08,5,-0
Germany,Russian Federation,2013,8,2013-08,1124,-0
Germany,Saudi Arabia,2013,8,2013-08,1,-0
Germany,Senegal,2013,8,2013-08,55,-0
Germany,Serbia and Kosovo: S/RES/1244 (1999),2013,8,2013-08,1656,-0
Germany,Sierra Leone,2013,8,2013-08,10,-0
Germany,Somalia,2013,8,2013-08,287,-0
Germany,South Sudan,2013,8,2013-08,2,-0
Germany,Spain,2013,8,2013-08,1,-0
Germany,Sri Lanka,2013,8,2013-08,47,-0
Germany,Stateless,2013,8,2013-08,52,-0
Germany,Sudan,2013,8,2013-08,34,-0
Germany,Syrian Arab Rep.,2013,8,2013-08,1010,-0
Germany,Tajikistan,2013,8,2013-08,7,-0
Germany,The former Yugoslav Rep. of Macedonia,2013,8,2013-08,713,-0
Germany,Togo,2013,8,2013-08,7,-0
Germany,Tunisia,2013,8,2013-08,35,-0
Germany,Turkey,2013,8,2013-08,112,-0
Germany,Turkmenistan,2013,8,2013-08,18,-0
Germany,Uganda,2013,8,2013-08,2,-0
Germany,Ukraine,2013,8,2013-08,19,-0
Germany,United Rep. of Tanzania,2013,8,2013-08,2,-0
Germany,Uzbekistan,2013,8,2013-08,1,-0
Germany,Various/unknown,2013,8,2013-08,207,-0
Germany,Viet Nam,2013,8,2013-08,67,-0
Germany,Yemen,2013,8,2013-08,11,-0
Germany,Zimbabwe,2013,8,2013-08,1,-0
Germany,Afghanistan,2014,8,2014-08,743,-0
Germany,Albania,2014,8,2014-08,559,-0
Germany,Algeria,2014,8,2014-08,149,-0
Germany,Angola,2014,8,2014-08,8,-0
Germany,Armenia,2014,8,2014-08,188,-0
Germany,Azerbaijan,2014,8,2014-08,137,-0
Germany,Bahrain,2014,8,2014-08,7,-0
Germany,Bangladesh,2014,8,2014-08,72,-0
Germany,Belarus,2014,8,2014-08,5,-0
Germany,Benin,2014,8,2014-08,34,-0
Germany,Bosnia and Herzegovina,2014,8,2014-08,489,-0
Germany,Burkina Faso,2014,8,2014-08,21,-0
Germany,Cameroon,2014,8,2014-08,52,-0
Germany,Central African Rep.,2014,8,2014-08,11,-0
Germany,Chad,2014,8,2014-08,19,-0
Germany,China,2014,8,2014-08,57,-0
Germany,Colombia,2014,8,2014-08,4,-0
Germany,Congo,2014,8,2014-08,5,-0
Germany,Cuba,2014,8,2014-08,6,-0
Germany,Côte d'Ivoire,2014,8,2014-08,24,-0
Germany,Dem. People's Rep. of Korea,2014,8,2014-08,2,-0
Germany,Dem. Rep. of the Congo,2014,8,2014-08,10,-0
Germany,Egypt,2014,8,2014-08,93,-0
Germany,Eritrea,2014,8,2014-08,1997,-0
Germany,Ethiopia,2014,8,2014-08,99,-0
Germany,Gambia,2014,8,2014-08,194,-0
Germany,Georgia,2014,8,2014-08,279,-0
Germany,Ghana,2014,8,2014-08,99,-0
Germany,Guinea,2014,8,2014-08,74,-0
Germany,Guinea-Bissau,2014,8,2014-08,14,-0
Germany,India,2014,8,2014-08,130,-0
Germany,Iran (Islamic Rep. of),2014,8,2014-08,257,-0
Germany,Iraq,2014,8,2014-08,436,-0
Germany,Israel,2014,8,2014-08,5,-0
Germany,Jordan,2014,8,2014-08,15,-0
Germany,Kazakhstan,2014,8,2014-08,1,-0
Germany,Kenya,2014,8,2014-08,8,-0
Germany,Kyrgyzstan,2014,8,2014-08,6,-0
Germany,Lebanon,2014,8,2014-08,36,-0
Germany,Liberia,2014,8,2014-08,6,-0
Germany,Libya,2014,8,2014-08,58,-0
Germany,Mali,2014,8,2014-08,52,-0
Germany,Mauritania,2014,8,2014-08,11,-0
Germany,Mongolia,2014,8,2014-08,58,-0
Germany,Montenegro,2014,8,2014-08,84,-0
Germany,Morocco,2014,8,2014-08,110,-0
Germany,Mozambique,2014,8,2014-08,2,-0
Germany,Myanmar,2014,8,2014-08,5,-0
