"","title","name","vintage","url","isTimeseries","temporal","description","modified"
"134","Accommodation and Food Services: Subject Series - Misc Subjects: Primary Type of Food Service for the U.S. and States: 2012","ecnfoodsvc",2012,"https://api.census.gov/data/2012/ecnfoodsvc",NA,"unidentified","Accommodation and Food Services: Subject Series - Misc Subjects: Primary Type of Food Service for the U.S. and States: 2012.","2018-11-20 00:00:00.0"
"135","Core Business Statistics Series, 2012: Franchise Status for Selected Industries and States","ecnfran",2012,"https://api.census.gov/data/2012/ecnfran",NA,"unidentified","Core Business Statistics Series, 2012: Franchise Status for Selected Industries and States","2018-12-03 00:00:00.0"
"136","Health Care and Social Assistance: Subject Series - Misc Subjects: Grants, Transferred Contributions and Similar Payments, with Net Expenses for the U.S.: 2012","ecngrant",2012,"https://api.census.gov/data/2012/ecngrant",NA,"unidentified","Health Care and Social Assistance: Subject Series - Misc Subjects: Grants, Transferred Contributions and Similar Payments, with Net Expenses for the U.S.: 2012.","2018-11-19 00:00:00.0"
"137","Accommodation and Food Services: Subject Series - Misc Subjects: Number of Guestrooms for the U.S. and States: 2012","ecnguest",2012,"https://api.census.gov/data/2012/ecnguest",NA,"unidentified","Accommodation and Food Services: Subject Series - Misc Subjects: Number of Guestrooms for the U.S. and States: 2012.","2018-11-20 00:00:00.0"
"138","Accommodation and Food Services: Subject Series - Misc Subjects: Guestroom Size of Establishments for the U.S.: 2012","ecnguestsize",2012,"https://api.census.gov/data/2012/ecnguestsize",NA,"unidentified","Accommodation and Food Services: Subject Series - Misc Subjects: Guestroom Size of Establishments for the U.S. and States: 2012.","2018-11-20 00:00:00.0"
"139","Health Care and Social Assistance: Subject Series - Misc Subjects: Ownership and Control of Government Hospitals for the U.S.: 2012","ecnhosp",2012,"https://api.census.gov/data/2012/ecnhosp",NA,"unidentified","Health Care and Social Assistance: Subject Series - Misc Subjects: Ownership and Control of Government Hospitals for the U.S.: 2012.","2018-11-19 00:00:00.0"
"140","Manufacturing: Summary Series: General Summary: Method of Inventory Valuation by Subsector and Industries: 2012","ecninvval",2012,"https://api.census.gov/data/2012/ecninvval",NA,"unidentified","Manufacturing: Summary Series: General Summary: Method of Inventory Valuation by Subsector and Industries: 2012.","2018-11-05 00:00:00.0"
"141","2012 Economic Census - Economic Census US Industry Products Analysis","ecnipa",2012,"https://api.census.gov/data/2012/ecnipa",NA,"unidentified","The Economic Census is the U.S. Government's official five-year measure of American business and the economy. It is conducted by the U.S. Census Bureau, and response is required by law. In October through December of the census year, forms are sent out to nearly 4 million businesses, including large, medium and small companies representing all U.S. locations and industries. Respondents were asked to provide a range of operational and performance data for their companies.This dataset presents company, establishments, value of shipments, value of product shipments, percentage of product shipments of the total value of shipments, and percentage of distribution of value of product shipments.","2018-08-08 00:00:00.0"
"142","Construction: Summary Series: General Summary: Value of Business Done for Kind-of-Business by Subsectors and Industries for U.S., Regions, and States: 2012","ecnkob",2012,"https://api.census.gov/data/2012/ecnkob",NA,"unidentified","Construction: Summary Series: General Summary: Value of Business Done for Kind-of-Business by Subsectors and Industries for U.S., Regions, and States: 2012.","2018-12-03 00:00:00.0"
"143","Other Services (Except Public Administration): Subject Series - Misc Subjects: Receipts from Labor Charges and Parts Installed for Repair and Maintenance Services for the U.S.: 2012","ecnlabor",2012,"https://api.census.gov/data/2012/ecnlabor",NA,"unidentified","Other Services (Except Public Administration) : Subject Series - Misc Subjects: Receipts from Labor Charges and Parts Installed for Repair and Maintenance Services for the U.S.: 2012.","2018-11-20 00:00:00.0"
"144","Manufacturing: Summary Series: General Summary: Inventories with LIFO Valuation by Subsector and Industries: 2012","ecnlifomfg",2012,"https://api.census.gov/data/2012/ecnlifomfg",NA,"unidentified","Manufacturing: Summary Series: General Summary: Inventories with LIFO Valuation by Subsector and Industries: 2012.","2018-11-05 00:00:00.0"
"145","Mining: Summary Series: General Summary: Inventories with LIFO Valuation by Subsector and Industries: 2012","ecnlifomine",2012,"https://api.census.gov/data/2012/ecnlifomine",NA,"unidentified","Mining: Summary Series: General Summary: Inventories with LIFO Valuation by Subsector and Industries: 2012.","2018-11-05 00:00:00.0"
"146","Management of Companies and Enterprises: Subject Series - Misc Subjects: Inventories with LIFO Valuation for the U.S.: 2012 and 2011","ecnlifoval",2012,"https://api.census.gov/data/2012/ecnlifoval",NA,"unidentified","Management of Companies and Enterprises: Subject Series - Misc Subjects: Inventories with LIFO Valuation for the U.S.: 2012 and 2011.","2018-11-20 00:00:00.0"
"147","2012 Economic Census - Economic Census Product Lines Data","ecnlines",2012,"https://api.census.gov/data/2012/ecnlines",NA,"unidentified","The Economic Census is the U.S. Government's official five-year measure of American business and the economy. It is conducted by the U.S. Census Bureau, and response is required by law. In October through December of the census year, forms are sent out to nearly 4 million businesses, including large, medium and small companies representing all U.S. locations and industries. Respondents were asked to provide a range of operational and performance data for their companies.This dataset presents data on major categories of products sold/services rendered for establishments of firms with payroll by kind of business.","2018-08-07 00:00:00.0"
"148","Finance and Insurance: Subject Series - Misc Subjects: Type of Loan Services Income for the U.S.: 2012","ecnloan",2012,"https://api.census.gov/data/2012/ecnloan",NA,"unidentified","Finance and Insurance: Subject Series - Misc Subjects: Type of Loan Services Income for the U.S.: 2012.","2018-11-19 00:00:00.0"
"149","Manufacturing: Subject Series: Location of Manufacturing Plants: Employment Size for Subsectors and Industries by U.S., State, County and Place: 2012","ecnlocmfg",2012,"https://api.census.gov/data/2012/ecnlocmfg",NA,"unidentified","Manufacturing: Subject Series: Location of Manufacturing Plants: Employment Size for Subsectors and Industries by U.S., State, County and Place: 2012.","2019-01-30 00:00:00.0"
"150","Mining: Subject Series: Location of Mines: Employment Size for Subsectors and Industries by U.S., State, and Offshore Area: 2012","ecnlocmine",2012,"https://api.census.gov/data/2012/ecnlocmine",NA,"unidentified","Mining: Subject Series: Location of Mines: Employment Size for Subsectors and Industries by U.S., State, and Offshore Area: 2012.","2019-01-30 00:00:00.0"
"151","Wholesale Trade: Subject Series - Misc Subjects: Gross Margin and its Components for Merchant Wholesalers for the U.S.: 2012","ecnmargin",2012,"https://api.census.gov/data/2012/ecnmargin",NA,"unidentified","Wholesale Trade: Subject Series - Misc Subjects: Gross Margin and its Components for Merchant Wholesalers for the U.S.: 2012.","2018-11-14 00:00:00.0"
"152","Mining: Subject Series: Materials Summary: Selected Supplies, Minerals Received for Preparation, Purchased Machinery, and Fuels Consumed by Type of Industry: 2012","ecnmatfuel",2012,"https://api.census.gov/data/2012/ecnmatfuel",NA,"unidentified","Mining: Subject Series: Materials Summary: Selected Supplies, Minerals Received for Preparation, Purchased Machinery, and Fuels Consumed by Type of Industry: 2012.","2018-12-17 00:00:00.0"
"153","Accommodation and Food Services: Subject Series - Misc Subjects: Average Cost Per Meal for the U.S. and States: 2012","ecnmealcost",2012,"https://api.census.gov/data/2012/ecnmealcost",NA,"unidentified","Accommodation and Food Services: Subject Series - Misc Subjects: Average Cost Per Meal for the U.S. and States: 2012.","2018-11-20 00:00:00.0"
"154","Accommodation and Food Services: Subject Series - Misc Subjects: Principal Menu Type or Specialty for the U.S. and States: 2012","ecnmenutype",2012,"https://api.census.gov/data/2012/ecnmenutype",NA,"unidentified","Accommodation and Food Services: Subject Series - Misc Subjects: Principal Menu Type or Specialty for the U.S. and States: 2012.","2018-11-20 00:00:00.0"
"155","Health Care and Social Assistance: Subject Series - Misc Subjects: Receipts/Revenue by Type of Patient Care for the U.S.: 2012","ecnpatient",2012,"https://api.census.gov/data/2012/ecnpatient",NA,"unidentified","Health Care and Social Assistance: Subject Series - Misc Subjects: Receipts/Revenue by Type of Patient Care for the U.S.: 2012.","2018-11-19 00:00:00.0"
"156","Wholesale Trade: Subject Series - Misc Subjects: Petroleum Bulk Storage Capacity by Type of Facility and Type of Product for States: 2012","ecnpetrfac",2012,"https://api.census.gov/data/2012/ecnpetrfac",NA,"unidentified","Wholesale Trade: Subject Series - Misc Subjects: Petroleum Bulk Storage Capacity by Type of Facility and Type of Product for States: 2012.","2018-11-14 00:00:00.0"
"157","Wholesale Trade: Subject Series - Misc Subjects: Petroleum Bulk Storage Capacity by Type of Product and Storage Capacity Size for States: 2012","ecnpetrprod",2012,"https://api.census.gov/data/2012/ecnpetrprod",NA,"unidentified","Wholesale Trade: Subject Series - Misc Subjects: Petroleum Bulk Storage Capacity by Type of Product and Storage Capacity Size for States: 2012.","2018-11-14 00:00:00.0"
"158","Wholesale Trade: Subject Series - Misc Subjects: Primary Method of Receiving Petroleum Bulk Liquid Products for States: 2012","ecnpetrrec",2012,"https://api.census.gov/data/2012/ecnpetrrec",NA,"unidentified","Wholesale Trade: Subject Series - Misc Subjects: Primary Method of Receiving Petroleum Bulk Liquid Products for States: 2012.","2018-11-14 00:00:00.0"
"159","Wholesale Trade: Subject Series - Misc Subjects: Petroleum Bulk Storage Capacity by Type of Station by Type of Product for States: 2012","ecnpetrstat",2012,"https://api.census.gov/data/2012/ecnpetrstat",NA,"unidentified","Wholesale Trade: Subject Series - Misc Subjects: Petroleum Bulk Storage Capacity by Type of Station by Type of Product for States: 2012.","2018-11-14 00:00:00.0"
"160","Wholesale Trade: Subject Series - Misc Subjects: Gross Profit and its Components for Merchant Wholesalers for the U.S.: 2012","ecnprofit",2012,"https://api.census.gov/data/2012/ecnprofit",NA,"unidentified","Wholesale Trade: Subject Series - Misc Subjects: Gross Profit and its Components for Merchant Wholesalers for the U.S.: 2012.","2018-11-14 00:00:00.0"
"161","Utilities: Subject Series - Misc Subjects: Cost of Purchased Electricity for Resale by Utilities for the U.S: 2012","ecnpurelec",2012,"https://api.census.gov/data/2012/ecnpurelec",NA,"unidentified","Utilities: Subject Series - Misc Subjects: Cost of Purchased Electricity for Resale by Utilities for the U.S.: 2012.","2018-11-20 00:00:00.0"
"162","Transportation and Warehousing: Subject Series - Misc Subjects: Cost of Purchased Transportation by Mode of Shipping for the U.S. and States: 2012","ecnpurmode",2012,"https://api.census.gov/data/2012/ecnpurmode",NA,"unidentified","Transportation and Warehousing: Subject Series - Misc Subjects: Cost of Purchased Transportation by Mode of Shipping for the U.S. and States: 2012.","2018-11-19 00:00:00.0"
"163","Management of Companies and Enterprises: Subject Series - Miscellaneous Subjects: Summary Statistics for Research and Development Acquisition for Selected Industries for the U.S.: 2012","ecnrdacq",2012,"https://api.census.gov/data/2012/ecnrdacq",NA,"unidentified","Management of Companies and Enterprises: Subject Series - Miscellaneous Subjects: Summary Statistics for Research and Development Acquisition for Selected Industries for the U.S.: 2012.","2018-11-20 00:00:00.0"
"164","Management of Companies and Enterprises: Subject Series - Misc Subjects: Research and Development for Corporate, Subsidiary, and Regional Managing Offices for the U.S.: 2012","ecnrdofc",2012,"https://api.census.gov/data/2012/ecnrdofc",NA,"unidentified","Management of Companies and Enterprises: Subject Series - Misc Subjects: Research and Development for Corporate, Subsidiary, and Regional Managing Offices for the U.S.: 2012.","2018-11-20 00:00:00.0"
"165","Accommodation and Food Services: Subject Series - Misc Subjects: Seating Capacity for the U.S. and States: 2012","ecnseat",2012,"https://api.census.gov/data/2012/ecnseat",NA,"unidentified","Accommodation and Food Services: Subject Series - Misc Subjects: Seating Capacity for the U.S. and States: 2012.","2018-11-20 00:00:00.0"
"166","2012 Economic Census - Economic Census US Economic Data by Size Category","ecnsize",2012,"https://api.census.gov/data/2012/ecnsize",NA,"unidentified","The Economic Census is the U.S. Government's official five-year measure of American business and the economy. It is conducted by the U.S. Census Bureau, and response is required by law. In October through December of the census year, forms are sent out to nearly 4 million businesses, including large, medium and small companies representing all U.S. locations and industries. Respondents were asked to provide a range of operational and performance data for their companies.","2018-08-02 00:00:00.0"
"167","Health Care and Social Assistance: Subject Series - Misc Subjects: Receipts/Revenue by Type of Social Assistance for the U.S.: 2012","ecnsocial",2012,"https://api.census.gov/data/2012/ecnsocial",NA,"unidentified","Health Care and Social Assistance: Subject Series - Misc Subjects: Receipts/Revenue by Type of Social Assistance for the U.S.: 2012.","2018-11-19 00:00:00.0"
"168","Mining: Geographic Area Series: Industry Statistics by Type of Operation for the State or Offshore Area: 2012","ecntype",2012,"https://api.census.gov/data/2012/ecntype",NA,"unidentified","Mining: Geographic Area Series: Industry Statistics by Type of Operation for the State or Offshore Area: 2012.","2018-11-05 00:00:00.0"
"169","Wholesale Trade: Subject Series - Misc Subjects: Detailed Type of Operation for the U.S.: 2012","ecntypop",2012,"https://api.census.gov/data/2012/ecntypop",NA,"unidentified","Wholesale Trade: Subject Series - Misc Subjects: Detailed Type of Operation for the U.S.: 2012.","2018-11-14 00:00:00.0"
"170","Construction: Summary Series: General Summary: Value of Construction Work  for Location of Construction Work by Subsectors and Industries for U.S. and States: 2012","ecnvalcon",2012,"https://api.census.gov/data/2012/ecnvalcon",NA,"unidentified","Construction: Summary Series: General Summary: Value of Construction Work  for Location of Construction Work by Subsectors and Industries for U.S. and States: 2012.","2018-11-05 00:00:00.0"
"39","1997 Economic Census - All Sectors: Economy-Wide Key Statistics","ewks",1997,"https://api.census.gov/data/1997/ewks",NA,"January 1992 - Current","The Economic Census is the U.S. Government's official five-year measure of American business and the economy. It is conducted by the U.S. Census Bureau, and response is required by law. In October through December 2012, forms were sent out to nearly 4 million businesses, including large, medium and small companies representing all U.S. locations and industries. Respondents were asked to provide a range of operational and performance data for their companies.","2016-12-23"
"52","2002 Economic Census - All Sectors: Economy-Wide Key Statistics","ewks",2002,"https://api.census.gov/data/2002/ewks",NA,"January 1992 - Current","The Economic Census is the U.S. Government's official five-year measure of American business and the economy. It is conducted by the U.S. Census Bureau, and response is required by law. In October through December 2012, forms were sent out to nearly 4 million businesses, including large, medium and small companies representing all U.S. locations and industries. Respondents were asked to provide a range of operational and performance data for their companies.","2016-12-23"
"75","2007 Economic Census - All Sectors: Economy-Wide Key Statistics","ewks",2007,"https://api.census.gov/data/2007/ewks",NA,"January 1992 - Current","The Economic Census is the U.S. Government's official five-year measure of American business and the economy. It is conducted by the U.S. Census Bureau, and response is required by law. In October through December 2012, forms were sent out to nearly 4 million businesses, including large, medium and small companies representing all U.S. locations and industries. Respondents were asked to provide a range of operational and performance data for their companies.","2016-09-21"
"171","2012 Economic Census - All Sectors: Economy-Wide Key Statistics","ewks",2012,"https://api.census.gov/data/2012/ewks",NA,"January 1992 - Current","The Economic Census is the U.S. Government's official five-year measure of American business and the economy. It is conducted by the U.S. Census Bureau, and response is required by law. In October through December 2012, forms were sent out to nearly 4 million businesses, including large, medium and small companies representing all U.S. locations and industries. Respondents were asked to provide a range of operational and performance data for their companies.","2017-05-12"
"222","2014 International Trade: Historical Imports and Exports","intltrade/imp_exp",2014,"https://api.census.gov/data/2014/intltrade/imp_exp",NA,"2014/2014","This international trade file provides the annual dollar value of U.S. exports and imports of goods for all U.S. trade partners.  It also provides the annual dollar value of U.S. exports and imports of manufactured goods for all U.S. trade partners.  You can find this data and more by going to usatrade.census.gov.  If you have any questions regarding U.S. international trade data, please call us at 1(800)549-0595 option #4 or email us at eid.international.trade.data@census.gov.","2015-07-20"
"260","2015 International Trade: Historical Imports and Exports","intltrade/imp_exp",2015,"https://api.census.gov/data/2015/intltrade/imp_exp",NA,"2015/2015","This international trade file provides the annual dollar value of U.S. exports and imports of goods for all U.S. trade partners.  It also provides the annual dollar value of U.S. exports and imports of manufactured goods for all U.S. trade partners.  You can find this data and more by going to usatrade.census.gov.  If you have any questions regarding U.S. international trade data, please call us at 1(800)549-0595 option #4 or email us at eid.international.trade.data@census.gov.","2016-03-01"
"283","2016 International Trade: Historical Imports and Exports","intltrade/imp_exp",2016,"https://api.census.gov/data/2016/intltrade/imp_exp",NA,"2016/2016","This international trade file provides the annual dollar value of U.S. exports and imports of goods for all U.S. trade partners.  It also provides the annual dollar value of U.S. exports and imports of manufactured goods for all U.S. trade partners.  You can find this data and more by going to usatrade.census.gov.  If you have any questions regarding U.S. international trade data, please call us at 1(800)549-0595 option #4 or email us at eid.international.trade.data@census.gov.","2017-07-13"
"312","2017 International Trade: Historical Imports and Exports","intltrade/imp_exp",2017,"https://api.census.gov/data/2017/intltrade/imp_exp",NA,"2017/2017","This international trade file provides the annual dollar value of U.S. exports and imports of goods for all U.S. trade partners.  It also provides the annual dollar value of U.S. exports and imports of manufactured goods for all U.S. trade partners.  You can find this data and more by going to usatrade.census.gov.  If you have any questions regarding U.S. international trade data, please call us at 1(800)549-0595 option #4 or email us at eid.international.trade.data@census.gov.","2018-03-13"
"296","2018 International Trade: Historical Imports and Exports","intltrade/imp_exp",2018,"https://api.census.gov/data/2018/intltrade/imp_exp",NA,"2018/2018","This international trade file provides the annual dollar value of U.S. exports and imports of goods for all U.S. trade partners.  It also provides the annual dollar value of U.S. exports and imports of manufactured goods for all U.S. trade partners.  You can find this data and more by going to usatrade.census.gov.  If you have any questions regarding U.S. international trade data, please call us at 1(800)549-0595 option #4 or email us at eid.international.trade.data@census.gov.","2019-03-13"
"191","2013 American Community Survey - Table Packages: Detailed Language Spoken in the U.S.","language",2013,"https://api.census.gov/data/2013/language",NA,"2013/2013","This data set uses the 2009-2013 American Community Survey to tabulate the number of speakers of languages spoken at home and the number of speakers of each language who speak English less than very well. These tabulations are available for the following geographies: nation; each of the 50 states, plus Washington, D.C. and Puerto Rico; counties with 100,000 or more total population and 25,000 or more speakers of languages other than English and Spanish; core-based statistical areas (metropolitan statistical areas and micropolitan statistical areas) with 100,000 or more total population and 25,000 or more speakers of languages other than English and Spanish.","2015-09-02"
"2","1997 Nonemployer Statistics: Non Employer Statistics","nonemp",1997,"https://api.census.gov/data/1997/nonemp",NA,"1997/1997","Nonemployer Statistics is an annual series that provides subnational economic data for businesses that have no paid employees and are subject to federal income tax. The data consist of the number of businesses and total receipts by industry. Most nonemployers are self-employed individuals operating unincorporated businesses (known as sole proprietorships), which may or may not be the owner's principal source of income. The majority of all business establishments in the United States are nonemployers, yet these firms average less than 4 percent of all sales and receipts nationally. Due to their small economic impact, these firms are excluded from most other Census Bureau business statistics (the primary exception being the Survey of Business Owners). The Nonemployers Statistics series is the primary resource available to study the scope and activities of nonemployers at a detailed geographic level. For complementary statistics on the firms that do have paid employees, refer to the County Business Patterns. Additional sources of data on small businesses include the Economic Census, and the Statistics of U.S. Businesses.","2017-02-09"
"24","1998 Nonemployer Statistics: Non Employer Statistics","nonemp",1998,"https://api.census.gov/data/1998/nonemp",NA,"1998/1998","Nonemployer Statistics is an annual series that provides subnational economic data for businesses that have no paid employees and are subject to federal income tax. The data consist of the number of businesses and total receipts by industry. Most nonemployers are self-employed individuals operating unincorporated businesses (known as sole proprietorships), which may or may not be the owner's principal source of income. The majority of all business establishments in the United States are nonemployers, yet these firms average less than 4 percent of all sales and receipts nationally. Due to their small economic impact, these firms are excluded from most other Census Bureau business statistics (the primary exception being the Survey of Business Owners). The Nonemployers Statistics series is the primary resource available to study the scope and activities of nonemployers at a detailed geographic level. For complementary statistics on the firms that do have paid employees, refer to the County Business Patterns. Additional sources of data on small businesses include the Economic Census, and the Statistics of U.S. Businesses.","2017-02-09"
"1","1999 Nonemployer Statistics: Non Employer Statistics","nonemp",1999,"https://api.census.gov/data/1999/nonemp",NA,"1999/1999","Nonemployer Statistics is an annual series that provides subnational economic data for businesses that have no paid employees and are subject to federal income tax. The data consist of the number of businesses and total receipts by industry. Most nonemployers are self-employed individuals operating unincorporated businesses (known as sole proprietorships), which may or may not be the owner's principal source of income. The majority of all business establishments in the United States are nonemployers, yet these firms average less than 4 percent of all sales and receipts nationally. Due to their small economic impact, these firms are excluded from most other Census Bureau business statistics (the primary exception being the Survey of Business Owners). The Nonemployers Statistics series is the primary resource available to study the scope and activities of nonemployers at a detailed geographic level. For complementary statistics on the firms that do have paid employees, refer to the County Business Patterns. Additional sources of data on small businesses include the Economic Census, and the Statistics of U.S. Businesses.","2017-02-09"
"11","2000 Nonemployer Statistics: Non Employer Statistics","nonemp",2000,"https://api.census.gov/data/2000/nonemp",NA,"2000/2000","Nonemployer Statistics is an annual series that provides subnational economic data for businesses that have no paid employees and are subject to federal income tax. The data consist of the number of businesses and total receipts by industry. Most nonemployers are self-employed individuals operating unincorporated businesses (known as sole proprietorships), which may or may not be the owner's principal source of income. The majority of all business establishments in the United States are nonemployers, yet these firms average less than 4 percent of all sales and receipts nationally. Due to their small economic impact, these firms are excluded from most other Census Bureau business statistics (the primary exception being the Survey of Business Owners). The Nonemployers Statistics series is the primary resource available to study the scope and activities of nonemployers at a detailed geographic level. For complementary statistics on the firms that do have paid employees, refer to the County Business Patterns. Additional sources of data on small businesses include the Economic Census, and the Statistics of U.S. Businesses.","2017-02-09"
"35","2001 Nonemployer Statistics: Non Employer Statistics","nonemp",2001,"https://api.census.gov/data/2001/nonemp",NA,"2001/2001","Nonemployer Statistics is an annual series that provides subnational economic data for businesses that have no paid employees and are subject to federal income tax. The data consist of the number of businesses and total receipts by industry. Most nonemployers are self-employed individuals operating unincorporated businesses (known as sole proprietorships), which may or may not be the owner's principal source of income. The majority of all business establishments in the United States are nonemployers, yet these firms average less than 4 percent of all sales and receipts nationally. Due to their small economic impact, these firms are excluded from most other Census Bureau business statistics (the primary exception being the Survey of Business Owners). The Nonemployers Statistics series is the primary resource available to study the scope and activities of nonemployers at a detailed geographic level. For complementary statistics on the firms that do have paid employees, refer to the County Business Patterns. Additional sources of data on small businesses include the Economic Census, and the Statistics of U.S. Businesses.","2017-02-09"
"54","2002 Nonemployer Statistics: Non Employer Statistics","nonemp",2002,"https://api.census.gov/data/2002/nonemp",NA,"2002/2002","Nonemployer Statistics is an annual series that provides subnational economic data for businesses that have no paid employees and are subject to federal income tax. The data consist of the number of businesses and total receipts by industry. Most nonemployers are self-employed individuals operating unincorporated businesses (known as sole proprietorships), which may or may not be the owner's principal source of income. The majority of all business establishments in the United States are nonemployers, yet these firms average less than 4 percent of all sales and receipts nationally. Due to their small economic impact, these firms are excluded from most other Census Bureau business statistics (the primary exception being the Survey of Business Owners). The Nonemployers Statistics series is the primary resource available to study the scope and activities of nonemployers at a detailed geographic level. For complementary statistics on the firms that do have paid employees, refer to the County Business Patterns. Additional sources of data on small businesses include the Economic Census, and the Statistics of U.S. Businesses.","2017-02-09"
"59","2003 Nonemployer Statistics: Non Employer Statistics","nonemp",2003,"https://api.census.gov/data/2003/nonemp",NA,"2003/2003","Nonemployer Statistics is an annual series that provides subnational economic data for businesses that have no paid employees and are subject to federal income tax. The data consist of the number of businesses and total receipts by industry. Most nonemployers are self-employed individuals operating unincorporated businesses (known as sole proprietorships), which may or may not be the owner's principal source of income. The majority of all business establishments in the United States are nonemployers, yet these firms average less than 4 percent of all sales and receipts nationally. Due to their small economic impact, these firms are excluded from most other Census Bureau business statistics (the primary exception being the Survey of Business Owners). The Nonemployers Statistics series is the primary resource available to study the scope and activities of nonemployers at a detailed geographic level. For complementary statistics on the firms that do have paid employees, refer to the County Business Patterns. Additional sources of data on small businesses include the Economic Census, and the Statistics of U.S. Businesses.","2017-02-09"
"63","2004 Nonemployer Statistics: Non Employer Statistics","nonemp",2004,"https://api.census.gov/data/2004/nonemp",NA,"2004/2004","Nonemployer Statistics is an annual series that provides subnational economic data for businesses that have no paid employees and are subject to federal income tax. The data consist of the number of businesses and total receipts by industry. Most nonemployers are self-employed individuals operating unincorporated businesses (known as sole proprietorships), which may or may not be the owner's principal source of income. The majority of all business establishments in the United States are nonemployers, yet these firms average less than 4 percent of all sales and receipts nationally. Due to their small economic impact, these firms are excluded from most other Census Bureau business statistics (the primary exception being the Survey of Business Owners). The Nonemployers Statistics series is the primary resource available to study the scope and activities of nonemployers at a detailed geographic level. For complementary statistics on the firms that do have paid employees, refer to the County Business Patterns. Additional sources of data on small businesses include the Economic Census, and the Statistics of U.S. Businesses.","2017-02-09"
"69","2005 Nonemployer Statistics: Non Employer Statistics","nonemp",2005,"https://api.census.gov/data/2005/nonemp",NA,"2005/2005","Nonemployer Statistics is an annual series that provides subnational economic data for businesses that have no paid employees and are subject to federal income tax. The data consist of the number of businesses and total receipts by industry. Most nonemployers are self-employed individuals operating unincorporated businesses (known as sole proprietorships), which may or may not be the owner's principal source of income. The majority of all business establishments in the United States are nonemployers, yet these firms average less than 4 percent of all sales and receipts nationally. Due to their small economic impact, these firms are excluded from most other Census Bureau business statistics (the primary exception being the Survey of Business Owners). The Nonemployers Statistics series is the primary resource available to study the scope and activities of nonemployers at a detailed geographic level. For complementary statistics on the firms that do have paid employees, refer to the County Business Patterns. Additional sources of data on small businesses include the Economic Census, and the Statistics of U.S. Businesses.","2017-02-09"
"73","2006 Nonemployer Statistics: Non Employer Statistics","nonemp",2006,"https://api.census.gov/data/2006/nonemp",NA,"2006/2006","Nonemployer Statistics is an annual series that provides subnational economic data for businesses that have no paid employees and are subject to federal income tax. The data consist of the number of businesses and total receipts by industry. Most nonemployers are self-employed individuals operating unincorporated businesses (known as sole proprietorships), which may or may not be the owner's principal source of income. The majority of all business establishments in the United States are nonemployers, yet these firms average less than 4 percent of all sales and receipts nationally. Due to their small economic impact, these firms are excluded from most other Census Bureau business statistics (the primary exception being the Survey of Business Owners). The Nonemployers Statistics series is the primary resource available to study the scope and activities of nonemployers at a detailed geographic level. For complementary statistics on the firms that do have paid employees, refer to the County Business Patterns. Additional sources of data on small businesses include the Economic Census, and the Statistics of U.S. Businesses.","2017-02-09"
"45","2007 Nonemployer Statistics: Non Employer Statistics","nonemp",2007,"https://api.census.gov/data/2007/nonemp",NA,"2007/2007","Nonemployer Statistics is an annual series that provides subnational economic data for businesses that have no paid employees and are subject to federal income tax. The data consist of the number of businesses and total receipts by industry. Most nonemployers are self-employed individuals operating unincorporated businesses (known as sole proprietorships), which may or may not be the owner's principal source of income. The majority of all business establishments in the United States are nonemployers, yet these firms average less than 4 percent of all sales and receipts nationally. Due to their small economic impact, these firms are excluded from most other Census Bureau business statistics (the primary exception being the Survey of Business Owners). The Nonemployers Statistics series is the primary resource available to study the scope and activities of nonemployers at a detailed geographic level. For complementary statistics on the firms that do have paid employees, refer to the County Business Patterns. Additional sources of data on small businesses include the Economic Census, and the Statistics of U.S. Businesses.","2017-02-09"
"53","2008 Nonemployer Statistics: Non Employer Statistics","nonemp",2008,"https://api.census.gov/data/2008/nonemp",NA,"2008/2008","Nonemployer Statistics is an annual series that provides subnational economic data for businesses that have no paid employees and are subject to federal income tax. The data consist of the number of businesses and total receipts by industry. Most nonemployers are self-employed individuals operating unincorporated businesses (known as sole proprietorships), which may or may not be the owner's principal source of income. The majority of all business establishments in the United States are nonemployers, yet these firms average less than 4 percent of all sales and receipts nationally. Due to their small economic impact, these firms are excluded from most other Census Bureau business statistics (the primary exception being the Survey of Business Owners). The Nonemployers Statistics series is the primary resource available to study the scope and activities of nonemployers at a detailed geographic level. For complementary statistics on the firms that do have paid employees, refer to the County Business Patterns. Additional sources of data on small businesses include the Economic Census, and the Statistics of U.S. Businesses.","2016-09-21"
"68","2009 Nonemployer Statistics: Non Employer Statistics","nonemp",2009,"https://api.census.gov/data/2009/nonemp",NA,"2009/2009","Nonemployer Statistics is an annual series that provides subnational economic data for businesses that have no paid employees and are subject to federal income tax. The data consist of the number of businesses and total receipts by industry. Most nonemployers are self-employed individuals operating unincorporated businesses (known as sole proprietorships), which may or may not be the owner's principal source of income. The majority of all business establishments in the United States are nonemployers, yet these firms average less than 4 percent of all sales and receipts nationally. Due to their small economic impact, these firms are excluded from most other Census Bureau business statistics (the primary exception being the Survey of Business Owners). The Nonemployers Statistics series is the primary resource available to study the scope and activities of nonemployers at a detailed geographic level. For complementary statistics on the firms that do have paid employees, refer to the County Business Patterns. Additional sources of data on small businesses include the Economic Census, and the Statistics of U.S. Businesses.","2016-09-21"
